UUID_FAMILY;ORIGGPCD;ORIGGPFR;UUID_INGREDIENT;ORIGFDCD;UUID_CONTENT;LANG;ORIGFDNM;Energie, Règlement UE N° 1169/2011 (kJ/100g);Energie, Règlement UE N° 1169/2011 (kcal/100g);Energie, N x facteur Jones, avec fibres  (kJ/100g);Energie, N x facteur Jones, avec fibres  (kcal/100g);Eau (g/100g);Protéines (g/100g);Protéines brutes, N x 6.25 (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG saturés (g/100g);AG monoinsaturés (g/100g);AG polyinsaturés (g/100g);AG 4:0, butyrique (g/100g);AG 6:0, caproïque (g/100g);AG 8:0, caprylique (g/100g);AG 10:0, caprique (g/100g);AG 12:0, laurique (g/100g);AG 14:0, myristique (g/100g);AG 16:0, palmitique (g/100g);AG 18:0, stéarique (g/100g);AG 18:1 9c (n-9), oléique (g/100g);AG 18:2 9c,12c (n-6), linoléique (g/100g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g);Cholestérol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (µg/100g);Magnésium (mg/100g);Manganèse (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Sélénium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Rétinol (µg/100g);Beta-Carotène (µg/100g);Vitamine D (µg/100g);Vitamine E (mg/100g);Vitamine K1 (µg/100g);Vitamine K2 (µg/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothénique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (µg/100g);Vitamine B12 (µg/100g)
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;76746112-6DA1-4E2C-B342-F6346D8C02AC;9643;632B9DFA-18B4-4FC0-9207-D62A5FB8FB4A;fr_FR;Son de riz;1650;398;1650;398;                6.12;                13.9;                13.9;                28.1;                20.9;                 0.9;-;21;0;                9.99;0;0;                4.17;                7.55;                7.46;0;0;0;0;               0.019;               0.078;                3.56;                0.37;-;-;-;-;0;0;0;               0.013;57;-;                0.73;                18.5;-;781;                14.2;1680;1490;                15.6;5;                6.04;0;0;0;                4.92;                 1.9;-;0;                2.75;                0.28;34;                7.39;                4.07;63;0
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;E19A317C-39F6-4EDD-B166-53A2EBAB259C;20900;66177DEE-0ABC-42C9-9D3D-B9137EE8D8FD;fr_FR;Farine de soja;1790;427;1720;412;                5.39;                39.7;                43.5;21;                16.2;                12.3;                5.25;                12.4;                0.89;                5.33;0;0;                2.28;                3.74;                9.03;0;0;0;0;               0.019;               0.034;                1.58;                0.61;                3.74;                7.91;                1.12;0;0;0;0;                0.02;197;-;                2.23;                5.97;                 0.5;287;                2.56;587;2130;11;8;                4.25;0;40;0;                10.9;113;-;0;                0.77;                0.44;                2.65;                1.76;                0.63;557;0
ED5B5569-86EC-4E14-9344-4D89E3DF66F0;01.1;Farines et amidons;CD25991F-A09A-4F51-800D-30966CCD132B;96781;917E951C-B5CD-4CED-A41A-C565140CDCB9;fr_FR;Amidon de riz;1460;343;1460;342;                14.2;                 0.6;                0.63;85;0;-;-;traces;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;0;0;-;-;-;-;-;-;-;-;-;-
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;4FAC566F-ACAB-4E67-AA6B-1E8A9A0FE430;9001;BF1D45B6-6E7A-44D7-ADD6-984F2C36805D;fr_FR;Épeautre, cru;1450;344;1430;340;11;                14.6;                15.6;                59.5;                2.43;                6.68;                52.8;                10.7;0;                1.78;0;0;                0.41;                0.45;                1.26;-;-;0;0;0;0;                0.37;               0.024;-;-;               0.065;-;-;-;0;                0.02;27;-;                0.51;                4.44;-;136;                2.98;401;388;-;8;                3.28;0;5;-;                0.79;                 3.6;-;0;                0.36;                0.11;                6.84;                1.07;                0.23;45;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;7A796B79-FB68-480F-9A91-5FDC889BE970;9003;D24478AC-D6BC-4654-A65F-21C4D4DCD835;fr_FR;Blé de Khorasan, cru;1440;342;1430;337;                11.1;                14.5;                15.6;                59.5;                2.13;                7.74;                51.7;                11.1;0;                1.67;0;0;                 0.2;                0.21;                0.62;-;-;0;0;0;0;                0.18;               0.012;-;-;               0.048;-;-;-;0;               0.013;22;-;                0.51;                3.77;-;130;                2.74;364;403;-;5;                3.68;-;5;-;                0.61;                 1.8;-;0;                0.57;                0.18;                6.38;                0.95;                0.26;-;-
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;B52887B2-A43E-413D-A6AD-BB825BE06AC7;9010;EF3012B9-75C7-4F35-BB83-40F4C16A1F9C;fr_FR;Blé tendre entier ou froment, cru;1530;361;1520;358;12;                11.5;                12.3;                71.3;                 2.6;                 3.3;                62.5;                 1.7;0;                0.89;0;0;                 0.6;                0.29;                1.59;-;-;-;-;-;              0.0014;                0.26;-;-;                0.81;-;-;-;-;0;               0.005;35;-;-;                 3.3;-;-;-;304;397;-;2;                 2.6;0;0;0;                1.44;-;-;0;                0.42;                0.14;                 5.4;-;                0.27;41;-
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;912189B7-0D2F-4E0F-8DDD-36AA32AE489E;9011;63D5A1A9-489D-42BC-AF2B-4DC6717935CD;fr_FR;Blé germé, cru;897;211;887;209;                47.8;                7.49;                8.03;                41.4;                1.27;-;-;                 1.1;0;                0.96;0;0;                0.21;                0.15;                0.56;0;0;0;0;0;0;                0.19;               0.012;-;-;-;-;0;0;0;                0.04;28;-;                0.26;                2.14;-;82;                1.86;200;169;-;16;                1.65;0;-;0;-;-;-;                 2.6;                0.23;                0.16;                3.09;                0.95;                0.27;38;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;E6058C75-E1B0-43EB-81E6-843B3BDC2FAE;9060;AFD14FC3-3EEC-49EC-A567-B693C049051B;fr_FR;Blé dur entier, cru;1450;343;1440;340;                10.7;                12.1;13;                62.4;                2.24;                3.17;                59.2;11;0;                1.64;0;0;                0.37;                0.29;                0.95;0;0;0;0;0;               0.003;                0.34;               0.019;                0.22;                0.86;                0.06;               0.003;0;0;0;              0.0088;                30.2;-;                0.44;                3.51;                 2.7;130;                3.31;390;408;                 4.1;                 3.5;                3.48;0;0;0;                 1.4;30;-;0;                0.38;                0.12;                6.17;                1.02;                0.39;32;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;A9BDC269-CD1C-409E-8C65-4BCA9C8D9337;9080;7F14871A-B80F-4B35-A13B-9DB7545402BA;fr_FR;Blé dur précuit, entier, cru;1520;360;1510;356;                8.87;                12.1;                12.9;                70.4;                1.66;                1.41;-;                5.74;0;                1.29;0;0;                0.72;                0.82;                0.12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                0.37;               0.029;55;-;                 0.4;0;0;50;                 3.4;238;950;-;                11.5;0;0;0;0;22;-;-;0;                2.01;0;                 8.4;0;                 0.3;331;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;00FA0A9C-6446-478C-A2DB-8A32D84C456F;9100;A394CE30-9FA5-4352-B3FC-270D68F236FD;fr_FR;Riz blanc, cru;1500;353;1490;351;                12.3;                7.04;                 7.4;                78.2;                0.91;                0.16;                78.1;                1.04;0;                0.49;0;0;                 0.2;                0.27;                 0.3;< 0.005;< 0.005;< 0.005;< 0.0033;< 0.0033;              0.0062;                0.17;               0.019;                0.27;                0.29;              0.0085;< 0.01;< 0.005;< 0.005;                 0.9;              0.0061;33;-;                0.19;                1.57;                 5.1;                31.3;                0.99;118;121;6;                2.28;                1.41;0;0;0;                0.08;                 0.1;-;0;                0.15;               0.042;                1.92;                0.88;                0.13;                19.3;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;A577BBB2-3C85-4131-A2D2-60AB42B467DF;9101;40C5D7AC-CF87-4C12-9187-873851606398;fr_FR;Riz blanc étuvé, cru;1510;356;1500;354;                11.3;                7.11;                7.47;                78.6;                0.98;                 0.4;                72.1;                1.32;0;                 0.7;0;0;                0.21;                 0.3;                0.34;< 0.005;< 0.005;< 0.005;< 0.0033;< 0.0033;              0.0076;                0.18;               0.019;                 0.3;                0.34;              0.0089;< 0.01;< 0.005;< 0.005;0;               0.012;101;-;                0.24;                0.97;                 5.1;31;                2.47;162;162;6;                5.08;                1.36;0;-;0;                0.04;                 0.1;-;0;                0.42;               0.043;                5.02;                0.79;                0.43;13;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;79A615E9-BE37-4B3F-B8DC-699085EFAD43;9102;F4865ECA-A955-4786-8BC5-59B7827EAC7D;fr_FR;Riz complet, cru;1480;350;1480;349;                12.6;                7.02;                7.38;                71.4;                 2.8;                0.55;                70.8;5;0;                 1.2;0;0;                0.58;                0.86;                1.01;0;0;0;0;              0.0024;               0.015;                0.51;               0.053;                0.71;                0.98;               0.026;-;0;0;0;                0.01;                11.1;62;                0.27;< 1;< 10;118;                 2.2;163;219;< 5;                 4.1;2;0;< 50;0;                 0.2;                 1.9;-;0;                0.26;                0.05;< 0.05;                 1.1;                0.09;48;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;B41DF61C-276D-49F9-8CC8-7890306135DD;9108;68BFFED4-480E-4BCD-AFE8-3DA51E0F6961;fr_FR;Riz sauvage, cru;1460;344;1450;342;                11.5;                11.1;                11.7;                69.2;                0.94;                 2.5;64;                 5.9;0;                 1.3;0;0;                0.14;                0.14;                0.59;0;0;0;0;0;0;                0.13;              0.0096;-;-;-;-;0;0;0;              0.0068;                6.95;78;< 1;< 1;< 10;                90.1;                 1.1;317;298;< 5;                 2.7;                 3.7;0;< 50;0;< 0.1;                 1.9;-;0;                0.41;                0.15;                 3.5;                 1.1;                0.24;49;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;DA849DB8-156F-4366-BEB9-FCC83374B908;9109;8D347BB0-7AFD-4633-8873-1F67293D0875;fr_FR;Riz rouge, cru;1490;352;1480;350;                12.4;                7.97;                8.38;                70.6;3;-;                58.4;                 4.5;0;                 1.5;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.028;                13.5;61;< 1;< 1;< 10;130;2;372;288;< 5;11;                 2.1;-;< 50;-;                 0.7;-;-;-;                0.26;                0.06;                 1.7;                 1.1;                0.12;15;-
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;A5055CF3-410C-4F0D-B549-70D86E25F801;9119;EADFFB11-9EDE-4343-B2F4-D5C26AD11553;fr_FR;Riz thaï ou basmati, cru;1500;353;1490;351;                12.5;                7.81;                 8.2;                77.6;                0.84;                0.17;-;                0.92;0;                0.34;0;0;                0.19;                 0.3;                0.23;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;                0.17;               0.022;                 0.3;                0.22;              0.0068;< 0.01;< 0.01;< 0.01;-;               0.014;-;-;-;-;-;-;-;-;-;-;                6.39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;FE901EA8-7450-40A7-910A-D966455F5DB6;9121;4C19FD3C-C4C9-4336-B8F2-804089213814;fr_FR;Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru;1500;355;1500;353;                12.2;                7.32;                7.69;78;1;                 0.5;-;                 1.5;0;               0.025;0;0;                 0.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.025;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;808217CE-4F0E-4C50-8CF0-06C6A44A88B2;9200;6BB4B0B1-0495-4600-A7F7-C90A3BA48869;fr_FR;Maïs entier, cru;1470;348;1470;348;                13.6;                 8.1;                 8.1;                67.7;                 3.7;                 1.6;                64.1;                 5.7;0;                 1.2;0;0;-;-;-;-;-;-;-;-;              0.0032;                0.35;               0.057;-;                 1.8;               0.032;-;-;-;-;                0.01;40;50;                 0.2;                 3.2;-;100;                 0.8;260;320;10;4;                 1.9;-;-;-;                 1.7;-;-;-;                 0.4;                0.14;                 2.1;                 0.6;                 0.5;-;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;0124A3C4-DC5A-41D5-AB23-61551DD782CF;9310;8603E599-2D22-4ABC-B2AE-709FA021DAB5;fr_FR;Avoine, crue;1550;366;1530;362;                10.3;                14.6;                15.6;                59.6;                5.43;                 1.2;                52.6;                8.25;0;                1.85;0;0;                1.05;                1.88;                2.18;-;-;-;-;               0.024;               0.012;                0.82;               0.053;                1.88;                1.65;               0.073;-;-;-;0;               0.012;66;70;                0.52;                4.72;-;148;                4.34;445;406;9;                4.67;                3.51;0;-;0;                1.09;-;-;0;                0.68;                0.16;                0.96;                1.35;                0.12;56;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;0A09947D-2CEE-49C8-8414-B5162C64D9C7;9320;DDFC654E-307E-4146-A6BC-07BD6E01C414;fr_FR;Orge entière, crue;1370;324;1350;321;                11.4;11;                11.7;                56.1;                2.05;                1.45;                52.2;                17.3;0;                2.25;0;0;                0.48;                 0.3;                1.11;0;0;0;0;               0.006;              0.0056;                0.36;               0.018;-;                0.82;               0.073;-;0;0;0;               0.028;                51.5;110;                 0.7;                 9.7;-;122;                1.77;302;466;11;11;                2.89;0;13;0;                0.57;                 2.2;-;0;                0.52;                0.22;                4.95;                0.49;                0.36;19;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;F2BDD411-8C0D-4E12-B853-4D44581AB1ED;9321;448542A9-EB53-4608-B104-BF015BDAC33F;fr_FR;Orge perlée, crue;1460;346;1450;343;                10.1;                9.91;                10.6;                68.6;                1.16;                 0.8;-;                 9.1;0;                1.11;0;0;                0.24;                0.15;                0.56;0;0;0;0;               0.003;               0.006;                0.21;               0.008;-;-;-;-;0;0;0;               0.023;29;-;                0.42;                 2.5;-;79;                1.32;221;280;-;9;                2.13;0;13;0;                0.02;                 2.2;-;0;                0.19;                0.11;                 4.6;                0.28;                0.26;23;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;526FFD3F-A7E1-4EA6-99F5-F8CE1A5C59F4;9330;91902515-EC49-442F-95A4-F631062F2E86;fr_FR;Mil entier, cru;1520;359;1500;356;                8.68;11;                11.8;                64.3;                4.21;-;-;                 8.5;0;                3.27;0;0;                0.72;                0.77;                2.13;-;-;-;-;               0.003;traces;                0.53;                0.15;                0.74;                2.02;                0.12;-;-;-;0;              0.0087;                 8.5;-;                0.66;                3.61;5;109;                1.32;270;203;16;                3.47;                2.25;0;-;0;                0.05;                 0.9;-;0;                0.42;                0.29;                4.72;                0.85;                0.51;                66.7;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;2255B210-CD91-4612-9FB2-30B113E9FEA4;9340;293D7EE3-5A03-4D81-8454-8414C5CD2191;fr_FR;Quinoa, cru;1530;364;1520;360;                11.3;                13.1;                14.1;60;                5.94;-;                52.2;7;0;                2.64;0;0;                0.65;                1.57;                2.82;-;-;0;0;0;0;                0.57;               0.043;                1.53;                2.21;                0.13;-;0;               0.047;0;               0.033;                53.5;-;                0.71;                6.91;-;204;                2.15;434;652;-;13;                 3.2;0;8;0;                2.44;0;-;-;                0.28;                0.36;                2.23;                0.91;                0.36;117;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;62ADC01D-9A5B-42DF-87AE-FF0B9A7A706A;9345;0A775E45-CD8A-44EC-BF7D-43A3BD838EA0;fr_FR;Amarante, crue;1520;362;1510;358;                10.6;14;15;                54.8;                6.77;                1.57;                53.2;11;0;                2.96;0;0;                1.56;                1.56;                2.83;-;-;0;0;0;               0.011;                1.22;                0.22;                1.43;                2.79;               0.049;-;-;-;0;               0.031;156;-;                0.65;                 7.6;-;257;                 2.8;506;437;-;                12.5;                3.03;0;1;0;                1.19;0;-;                 4.2;               0.098;                 0.2;                 1.1;                1.25;                0.41;                65.5;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;AA71815F-2B34-4EA4-A003-557C59A6BE72;9360;AE50AFDE-7ECC-4E31-A3EC-609DCBF73A49;fr_FR;Sorgho entier, cru;1460;345;1460;345;13;10;10;                65.7;                3.18;                1.81;                63.9;                 6.7;0;                1.42;0;0;                0.42;                0.78;                1.08;-;-;-;-;             0.00091;              0.0028;                0.37;               0.045;                0.11;                0.71;               0.054;-;-;-;0;               0.028;                21.5;60;                0.34;                4.58;-;143;                1.25;285;362;43;11;                1.79;0;-;0;                 0.5;-;-;0;                0.37;                0.11;                3.69;                0.78;                0.44;20;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;F86E191B-7CB7-463E-8519-2E172613EFD1;9380;D5C63C64-56E5-48C1-8A9F-8DFE016F26AB;fr_FR;Sarrasin entier, cru;1490;354;1490;354;                9.97;13;13;                63.5;                 3.5;-;-;8;0;2;0;0;                0.74;                1.04;                1.04;0;0;               0.035;               0.018;                0.01;               0.025;                0.45;               0.047;                0.99;                0.96;               0.078;-;0;0;0;              0.0025;                16.9;-;                 1.1;                 2.2;                 2.5;231;                 1.3;357;460;-;1;                 2.4;0;-;0;-;-;-;0;                 0.1;                0.43;                7.02;                1.23;                0.21;30;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;680461F7-50F2-4F19-91FE-A5E03C732E23;9390;B4EED757-A24E-4FE1-852E-C369B1FB09F2;fr_FR;Seigle entier, cru;1390;329;1380;327;                11.3;                9.35;10;61;                1.71;                2.09;                53.8;15;0;                1.69;0;0;                0.25;                0.22;                0.96;0;0;0;0;0;              0.0023;                0.21;              0.0052;                0.22;                0.73;               0.096;0;0;0;0;              0.0073;                50.9;60;                 0.4;                4.11;                 2.7;106;                3.63;331;463;                4.25;                 2.9;                2.58;0;7;0;1;                 5.9;-;0;                0.36;                 0.2;                2.62;                1.33;                0.26;47;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;E3EA6AEF-32A1-4101-8677-A7B75535A23A;9690;E624A6A8-5D1D-4C0E-9CE4-4735BDE6E845;fr_FR;Boulgour de blé, cru;1490;351;1470;348;                9.05;                11.5;                12.4;                66.8;                1.71;                0.41;60;                9.57;0;                1.31;0;0;                0.27;                0.21;                0.76;0;0;               0.013;0;0;               0.001;                0.24;               0.014;                0.21;                0.71;                0.05;              0.0031;0;0;0;               0.043;                34.3;-;                0.33;                2.46;                 2.7;140;                3.32;285;410;                 4.1;17;                2.37;0;5;0;                0.73;16;-;0;                0.23;                0.12;                5.11;                1.07;                0.35;24;0
597E694F-B420-4045-ABCA-6DB91B2A69C8;01.2;Riz et graines crus;610EC6FB-0BD1-45CA-A666-9113371D089A;51510;7C6BF13B-6A99-4430-8276-18A6869605E1;fr_FR;Frik (blé dur immature concassé), cru;1360;323;1350;321;                11.3;                9.62;                10.3;                55.8;                2.25;-;                30.2;                19.3;0;                 1.7;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.011;                50.3;89;< 1;                 5.2;< 10;114;                 3.6;321;512;< 5;                 4.2;                 3.6;-;< 50;-;< 0.1;-;-;-;                0.24;                0.09;                3.49;                0.82;                0.14;                68.2;-
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;596CC29B-D38B-4102-B683-A515D14ACF05;9610;37068D64-DF66-434E-BE1A-5EE3CD783BD9;fr_FR;Semoule de blé dur, crue;1500;353;1480;348;                12.1;                10.9;12;                71.4;                1.36;1;-;                3.37;0;                0.78;0;0;                0.21;                0.14;                0.52;0;0;0;0;0;               0.002;                0.15;               0.014;                0.14;                0.49;               0.034;              0.0017;0;0;0;               0.003;                16.9;-;                 0.3;                0.92;                 2.7;                26.5;                2.31;102;152;1;                 1.2;                2.18;0;-;0;                 0.1;30;-;0;                0.25;               0.063;                2.16;                0.54;               0.094;57;0
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;CA66B26D-72A7-460F-8ED8-6E38919C918B;9612;8B6086AF-69B1-4EC0-BB7F-37071BAE9240;fr_FR;Mélange de céréales et légumineuses, cru;1490;354;1470;349;-;                13.7;15;59;4;                 4.5;-;11;0;                1.06;0;0;                 0.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;                0.99;-;-;-;-;-;70;-;-;-;-;397;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
E76D304B-543F-4357-B196-D71067E50878;01.3;Pâtes et semoules crues;EEB59ADC-97C2-4892-8D20-BD203B3ACDD6;9614;0C4AD92E-A531-4059-968E-55B554217BA8;fr_FR;Polenta ou semoule de maïs, précuite, sèche;1480;350;1480;350;                12.6;                7.88;                7.88;74;                 1.8;-;68;                 3.2;0;                0.55;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;              0.0043;                1.55;94;-;< 1;< 10;35;< 1;104;144;< 5;                 1.7;< 1;-;< 50;-;< 1;-;-;-;                0.07;                0.06;< 0.05;                0.39;                0.08;35;-
